Date,Product,Produced,Stock
2025-06-25,Widget C,75,380
2025-05-07,Widget C,97,333
2025-06-14,Widget C,34,406
2025-07-31,Widget E,47,491
2025-11-20,Widget E,46,88
2025-01-28,Widget D,46,460
2025-07-25,Widget B,61,141
2025-03-31,Widget A,40,202
2025-05-09,Widget A,77,273
2025-07-30,Widget E,40,488
2025-05-21,Widget B,42,441
2025-12-31,Widget E,75,446
2025-09-30,Widget C,100,313
2025-05-30,Widget B,39,216
2025-08-12,Widget C,78,344
2025-01-01,Widget D,46,398
2025-07-23,Widget D,68,448
2025-12-21,Widget C,41,110
2025-04-07,Widget C,51,110
2025-09-22,Widget E,83,272
2025-06-08,Widget A,55,189
2025-12-25,Widget A,82,308
2025-09-05,Widget E,53,242
2025-02-22,Widget D,25,476
2025-03-12,Widget C,89,296
2025-04-08,Widget D,38,169
2025-03-14,Widget B,48,104
2025-03-08,Widget D,76,182
2025-12-04,Widget E,71,363
2025-09-14,Widget A,22,402
2025-11-28,Widget D,93,220
2025-04-07,Widget B,67,323
2025-09-26,Widget A,59,493
2025-12-14,Widget A,87,129
2025-09-09,Widget C,90,190
2025-10-06,Widget D,69,113
2025-08-12,Widget A,30,120
2025-09-05,Widget C,46,186
2025-12-08,Widget C,49,464
2025-07-13,Widget B,56,497
2025-08-29,Widget B,73,68
2025-09-30,Widget B,45,119
2025-12-27,Widget B,48,59
2025-01-11,Widget E,71,117
2025-03-12,Widget C,76,500
2025-08-25,Widget B,46,296
2025-02-12,Widget C,72,380
2025-02-11,Widget A,64,311
2025-12-08,Widget A,30,363
2025-07-21,Widget C,55,131
2025-09-07,Widget C,88,128
2025-09-17,Widget C,29,419
2025-10-10,Widget D,63,88
2025-09-02,Widget D,90,292
2025-09-26,Widget A,73,419
2025-12-15,Widget C,28,395
2025-03-28,Widget D,38,252
2025-11-26,Widget C,43,435
2025-05-31,Widget D,56,468
2025-03-14,Widget B,78,108
2025-07-30,Widget E,78,364
2025-10-19,Widget E,43,248
2025-06-06,Widget E,23,309
2025-10-02,Widget C,36,254
2025-04-07,Widget B,72,434
2025-07-10,Widget C,39,52
2025-04-21,Widget A,93,148
2025-10-21,Widget E,30,360
2025-07-16,Widget A,70,161
2025-10-08,Widget C,37,394
2025-12-30,Widget B,29,314
2025-06-22,Widget B,100,430
2025-01-21,Widget C,74,169
2025-10-18,Widget E,28,92
2025-09-17,Widget C,39,181
2025-05-28,Widget C,91,238
2025-12-26,Widget B,81,262
2025-05-08,Widget B,87,344
2025-05-27,Widget B,42,246
2025-05-12,Widget A,83,358
2025-01-08,Widget D,47,334
2025-06-11,Widget B,97,299
2025-01-31,Widget D,52,255
2025-02-08,Widget A,36,314
2025-11-02,Widget E,92,134
2025-06-10,Widget D,78,273
2025-11-04,Widget D,86,67
2025-02-07,Widget E,56,366
2025-08-21,Widget B,43,78
2025-05-26,Widget D,54,444
2025-01-04,Widget E,41,348
2025-05-30,Widget E,97,207
2025-09-07,Widget E,43,396
2025-06-28,Widget C,98,357
2025-08-12,Widget C,24,371
2025-12-31,Widget D,51,415
2025-11-29,Widget E,32,209
2025-04-07,Widget B,56,448
2025-02-16,Widget B,48,205
2025-08-10,Widget B,51,126
2025-10-07,Widget C,70,434
2025-06-20,Widget C,67,284
2025-10-17,Widget B,80,92
2025-02-28,Widget D,42,158
2025-04-05,Widget D,70,462
2025-10-19,Widget D,52,256
2025-08-11,Widget C,82,435
2025-06-02,Widget A,47,278
2025-12-25,Widget A,51,496
2025-02-12,Widget A,67,87
2025-04-28,Widget C,96,130
2025-01-18,Widget A,69,411
2025-02-03,Widget B,56,180
2025-11-07,Widget C,69,383
2025-03-13,Widget A,42,466
2025-02-09,Widget D,53,491
2025-04-30,Widget C,25,65
2025-09-26,Widget C,99,171
2025-09-18,Widget B,58,208
2025-03-25,Widget D,66,295
2025-01-25,Widget E,96,94
2025-02-07,Widget E,88,394
2025-05-24,Widget D,37,106
2025-12-14,Widget D,69,134
2025-05-28,Widget C,100,60
2025-10-18,Widget E,54,427
2025-09-01,Widget C,24,490
2025-06-05,Widget A,98,54
2025-07-01,Widget E,49,293
2025-12-17,Widget E,43,268
2025-03-11,Widget A,69,257
2025-07-01,Widget C,76,275
2025-02-09,Widget B,47,371
2025-02-24,Widget D,44,73
2025-10-19,Widget A,65,420
2025-09-09,Widget B,44,230
2025-11-09,Widget A,22,366
2025-11-08,Widget D,60,318
2025-12-14,Widget B,30,113
2025-05-07,Widget A,93,483
2025-02-14,Widget D,20,211
2025-10-19,Widget E,22,143
2025-04-26,Widget D,55,406
2025-11-04,Widget D,39,385
2025-10-07,Widget E,40,284
2025-11-18,Widget A,96,473
2025-05-10,Widget E,30,156
2025-04-13,Widget B,79,498
2025-12-18,Widget C,70,431
2025-07-19,Widget E,43,432
2025-11-14,Widget D,46,186
2025-03-18,Widget B,96,300
2025-11-21,Widget D,95,139
2025-05-31,Widget D,40,417
2025-06-22,Widget C,51,440
2025-02-07,Widget E,69,358
2025-07-12,Widget B,53,138
2025-11-17,Widget D,81,196
2025-05-05,Widget C,21,320
2025-12-18,Widget A,23,419
2025-11-24,Widget A,38,476
2025-12-13,Widget D,77,297
2025-05-11,Widget D,34,80
2025-08-15,Widget D,94,135
2025-10-12,Widget E,20,340
2025-02-23,Widget D,73,169
2025-01-02,Widget A,43,378
2025-07-04,Widget D,55,53
2025-07-10,Widget D,82,404
2025-11-16,Widget C,57,202
2025-12-06,Widget D,66,52
2025-04-27,Widget E,79,444
2025-10-18,Widget E,100,391
2025-05-22,Widget D,80,163
2025-11-01,Widget C,23,424
2025-07-19,Widget E,33,365
2025-04-24,Widget B,25,420
2025-08-16,Widget A,95,429
2025-02-03,Widget B,26,230
2025-02-19,Widget B,57,420
2025-05-28,Widget D,71,480
2025-02-09,Widget A,62,170
2025-11-27,Widget A,80,292
2025-06-24,Widget D,65,183
2025-03-06,Widget C,43,261
2025-01-06,Widget A,37,459
2025-01-01,Widget C,65,128
2025-03-13,Widget E,51,369
2025-04-30,Widget E,85,194
2025-10-20,Widget A,79,246
2025-01-11,Widget B,78,223
2025-02-21,Widget C,79,270
2025-06-04,Widget E,61,55
2025-10-18,Widget D,74,146
2025-03-15,Widget B,90,157
2025-12-02,Widget A,58,336
2025-11-16,Widget A,73,427
2025-03-04,Widget E,90,209
2025-10-12,Widget A,35,218
2025-04-15,Widget C,64,485
2025-09-03,Widget A,71,481
2025-04-28,Widget D,88,219
2025-04-10,Widget E,36,230
2025-05-28,Widget B,85,430
2025-02-15,Widget A,20,164
2025-07-22,Widget C,62,56
2025-03-28,Widget E,52,279
2025-07-15,Widget B,54,413
2025-07-15,Widget B,84,56
2025-02-02,Widget A,84,67
2025-01-23,Widget B,76,345
2025-08-30,Widget D,96,211
2025-04-27,Widget A,33,459
2025-12-29,Widget E,80,186
2025-02-07,Widget B,80,375
2025-01-20,Widget C,70,331
2025-04-15,Widget B,28,128
2025-01-02,Widget D,39,225
2025-12-15,Widget A,52,166
2025-12-14,Widget E,34,357
2025-03-16,Widget B,61,332
2025-06-24,Widget E,22,130
2025-07-08,Widget E,96,275
2025-02-26,Widget D,87,407
2025-03-20,Widget D,53,279
2025-02-19,Widget E,39,484
2025-05-17,Widget D,90,357
2025-12-19,Widget C,100,243
2025-09-29,Widget B,71,432
2025-02-28,Widget E,80,92
2025-01-27,Widget D,53,407
2025-04-05,Widget D,81,158
2025-05-26,Widget D,77,353
2025-03-07,Widget C,61,274
2025-11-03,Widget A,66,474
2025-02-15,Widget B,57,284
2025-07-27,Widget B,42,305
2025-02-24,Widget A,44,120
2025-08-24,Widget D,85,246
2025-01-03,Widget D,84,72
2025-11-20,Widget B,71,154
2025-11-03,Widget E,85,86
2025-08-20,Widget D,74,110
2025-10-16,Widget B,85,265
2025-02-05,Widget D,79,138
2025-05-02,Widget E,42,360
2025-02-27,Widget C,44,208
2025-07-06,Widget A,46,78
2025-08-06,Widget A,21,228
2025-12-05,Widget B,44,347
2025-03-04,Widget B,65,491
2025-01-06,Widget C,91,444
2025-02-02,Widget B,79,167
2025-03-21,Widget C,82,212
2025-10-31,Widget C,86,449
2025-05-17,Widget E,69,299
2025-08-09,Widget E,70,127
2025-09-27,Widget C,57,375
2025-10-11,Widget B,96,198
2025-11-15,Widget C,51,302
2025-02-05,Widget A,33,129
2025-05-03,Widget B,55,381
2025-02-22,Widget E,29,273
2025-05-28,Widget C,78,429
2025-03-18,Widget E,22,426
2025-11-23,Widget A,26,203
2025-05-12,Widget E,24,384
2025-03-07,Widget D,66,81
2025-12-07,Widget A,65,59
2025-07-12,Widget B,51,474
2025-09-06,Widget E,51,321
2025-07-19,Widget E,79,302
2025-01-22,Widget D,78,442
2025-04-10,Widget D,78,66
2025-11-03,Widget D,93,112
2025-02-15,Widget A,33,293
2025-01-19,Widget A,64,424
2025-02-12,Widget D,72,237
2025-09-07,Widget D,61,293
2025-03-04,Widget E,78,301
2025-05-24,Widget E,62,127
2025-07-23,Widget A,58,223
2025-09-16,Widget C,85,379
2025-07-11,Widget E,50,449
2025-08-03,Widget B,65,131
2025-06-07,Widget C,77,161
2025-02-25,Widget B,93,367
2025-02-22,Widget D,98,248
2025-02-24,Widget A,71,487
2025-08-09,Widget D,59,84
2025-07-28,Widget D,85,489
2025-04-28,Widget A,51,284
2025-02-13,Widget A,28,321
2025-12-24,Widget D,33,130
2025-12-30,Widget B,99,113
2025-01-20,Widget A,22,480
2025-11-14,Widget A,56,365
2025-07-15,Widget E,46,302
2025-10-16,Widget D,83,349
2025-07-23,Widget C,41,107
2025-05-19,Widget A,33,477
2025-06-16,Widget A,27,108
2025-06-05,Widget D,44,327
2025-06-23,Widget E,58,477
2025-07-23,Widget A,64,316
2025-04-27,Widget B,43,169
2025-12-17,Widget A,24,263
2025-04-11,Widget B,64,297
2025-11-05,Widget E,61,201
2025-01-19,Widget A,46,212
2025-08-12,Widget C,45,371
2025-12-01,Widget C,29,81
2025-01-14,Widget B,46,341
2025-01-19,Widget A,53,242
2025-01-09,Widget D,27,496
2025-01-26,Widget B,69,70
2025-04-22,Widget B,24,59
2025-03-26,Widget D,90,170
2025-07-08,Widget D,24,490
2025-11-04,Widget B,66,298
2025-09-29,Widget C,40,402
2025-02-10,Widget B,49,239
2025-10-18,Widget A,62,426
2025-10-30,Widget D,76,366
2025-12-22,Widget E,39,87
2025-07-28,Widget A,61,72
2025-05-11,Widget A,58,401
2025-09-27,Widget B,65,402
2025-06-23,Widget D,22,306
2025-06-26,Widget B,53,446
2025-09-04,Widget E,81,458
2025-12-06,Widget D,45,414
2025-07-24,Widget B,80,185
2025-01-25,Widget C,100,266
2025-10-28,Widget C,38,473
2025-05-30,Widget A,50,305
2025-05-12,Widget B,88,452
2025-06-08,Widget A,91,375
2025-12-19,Widget D,46,146
2025-06-03,Widget A,41,274
2025-09-22,Widget A,94,412
2025-09-08,Widget C,86,377
2025-10-25,Widget A,20,146
2025-10-27,Widget A,42,130
2025-04-10,Widget D,67,342
2025-07-14,Widget C,84,447
2025-03-12,Widget D,66,470
2025-10-25,Widget E,73,124
2025-01-19,Widget A,63,307
2025-04-08,Widget E,60,54
2025-10-16,Widget B,62,122
2025-01-28,Widget A,95,110
2025-08-13,Widget B,74,327
2025-05-26,Widget B,74,65
2025-07-18,Widget A,43,56
2025-06-27,Widget B,87,439
2025-03-26,Widget C,96,269
2025-01-21,Widget C,94,146
2025-11-16,Widget E,22,297
2025-09-30,Widget A,84,142
2025-04-01,Widget D,76,211
2025-01-02,Widget D,34,73
2025-10-23,Widget A,42,157
2025-07-23,Widget D,34,164
2025-04-22,Widget B,100,195
2025-09-15,Widget E,74,265
2025-07-11,Widget A,71,138
2025-02-21,Widget B,90,206
2025-06-02,Widget A,98,464
2025-12-05,Widget C,26,334
2025-10-05,Widget C,55,113
2025-07-06,Widget B,24,356
2025-04-29,Widget C,36,278
2025-04-07,Widget C,76,147
2025-05-20,Widget C,60,237
2025-06-25,Widget A,38,252
2025-10-27,Widget E,79,165
2025-03-04,Widget D,43,76
2025-11-01,Widget C,31,493
2025-11-09,Widget C,93,124
2025-08-10,Widget C,89,413
2025-03-24,Widget C,28,448
2025-09-03,Widget D,23,421
2025-11-24,Widget C,70,340
2025-06-24,Widget E,87,130
2025-11-07,Widget A,74,417
2025-01-09,Widget E,22,115
2025-02-25,Widget B,52,154
2025-11-14,Widget A,79,329
2025-02-10,Widget E,23,380
2025-07-14,Widget A,88,340
2025-09-13,Widget E,41,175
2025-09-04,Widget E,95,415
2025-06-06,Widget B,88,474
2025-06-22,Widget A,94,484
2025-03-12,Widget C,92,386
2025-11-10,Widget A,23,212
2025-01-15,Widget A,37,169
2025-10-13,Widget D,71,301
2025-07-28,Widget C,21,115
2025-03-14,Widget D,41,279
2025-01-15,Widget B,38,127
2025-12-22,Widget A,69,83
2025-09-26,Widget D,31,490
2025-09-25,Widget C,42,394
2025-01-13,Widget D,41,396
2025-08-23,Widget C,55,298
2025-08-11,Widget C,93,222
2025-03-04,Widget D,99,450
2025-04-14,Widget C,55,258
2025-07-31,Widget D,100,126
2025-11-18,Widget B,85,58
2025-12-14,Widget A,60,348
2025-11-29,Widget B,69,271
2025-06-29,Widget C,90,276
2025-10-28,Widget B,98,330
2025-05-06,Widget D,95,162
2025-10-09,Widget B,28,332
2025-12-28,Widget A,78,452
2025-11-22,Widget C,66,321
2025-12-19,Widget A,34,344
2025-11-13,Widget C,53,445
2025-02-27,Widget B,48,323
2025-05-15,Widget D,25,457
2025-12-14,Widget D,94,417
2025-05-05,Widget C,66,339
2025-09-26,Widget E,20,317
2025-09-18,Widget B,89,57
2025-05-31,Widget A,82,116
2025-11-08,Widget A,27,425
2025-08-03,Widget D,79,76
2025-06-12,Widget B,24,194
2025-01-22,Widget E,59,334
2025-05-03,Widget E,65,194
2025-08-29,Widget D,90,362
2025-10-23,Widget E,99,499
2025-05-04,Widget C,23,447
2025-10-12,Widget D,85,375
2025-07-28,Widget D,92,183
2025-07-05,Widget A,33,200
2025-10-04,Widget E,26,453
2025-07-18,Widget B,41,137
2025-08-18,Widget A,83,471
2025-11-15,Widget D,47,315
2025-06-10,Widget B,81,428
2025-05-29,Widget A,34,264
2025-07-28,Widget B,33,498
2025-04-19,Widget D,69,124
2025-08-05,Widget B,64,379
2025-03-16,Widget C,57,213
2025-08-21,Widget E,21,462
2025-12-03,Widget E,50,337
2025-01-22,Widget B,32,415
2025-11-23,Widget B,59,437
2025-04-23,Widget B,92,428
2025-08-16,Widget E,88,82
2025-06-17,Widget B,29,210
2025-02-23,Widget C,71,104
2025-11-12,Widget D,54,203
2025-03-15,Widget C,88,361
2025-04-22,Widget A,39,131
2025-11-04,Widget D,20,368
2025-03-08,Widget E,62,241
2025-02-02,Widget A,57,225
2025-03-27,Widget B,99,207
2025-03-31,Widget B,40,309
2025-02-05,Widget C,34,463
2025-08-19,Widget B,100,80
2025-03-19,Widget E,79,473
2025-11-30,Widget B,98,280
2025-09-25,Widget D,93,460
2025-08-13,Widget D,23,500
2025-12-20,Widget D,65,298
2025-07-12,Widget D,98,492
2025-07-10,Widget D,76,486
2025-12-30,Widget A,65,244
2025-01-28,Widget A,95,88
2025-07-03,Widget B,89,258
2025-08-01,Widget A,40,453
2025-03-06,Widget C,23,376
2025-07-31,Widget D,84,204
2025-10-11,Widget B,93,88
2025-01-10,Widget A,81,389
2025-07-11,Widget A,26,307
2025-09-11,Widget C,99,305
2025-12-12,Widget E,35,373
2025-08-20,Widget E,84,367
2025-06-21,Widget E,69,422
2025-06-19,Widget E,59,102
2025-06-12,Widget A,72,301
2025-03-05,Widget A,53,370
2025-01-28,Widget D,70,89
2025-05-07,Widget A,76,325
2025-05-08,Widget E,95,114
2025-11-27,Widget B,36,403
2025-10-12,Widget C,48,172
2025-09-09,Widget A,71,237
2025-11-26,Widget C,36,270
2025-04-12,Widget C,99,87
2025-10-20,Widget A,21,106
2025-11-12,Widget E,99,374
2025-02-21,Widget C,44,340
2025-04-18,Widget C,22,365
2025-02-13,Widget A,58,481
2025-01-20,Widget A,76,269
2025-03-23,Widget E,67,178
2025-09-03,Widget B,50,205
2025-05-09,Widget C,86,275
2025-05-21,Widget B,80,465
2025-03-15,Widget D,23,288
2025-11-13,Widget C,26,398
2025-08-15,Widget A,79,362
2025-04-24,Widget A,43,329
2025-09-27,Widget D,28,133
2025-03-08,Widget C,64,400
2025-07-31,Widget C,22,421
2025-03-19,Widget D,96,240
2025-06-02,Widget D,25,125
2025-09-28,Widget C,29,69
2025-10-30,Widget C,86,173
2025-12-23,Widget C,32,84
2025-01-11,Widget A,64,92
2025-06-14,Widget C,35,262
2025-10-23,Widget E,33,424
2025-09-30,Widget B,85,129
2025-09-06,Widget B,90,359
2025-02-06,Widget C,67,77
2025-01-03,Widget E,20,216
2025-01-25,Widget B,86,119
2025-09-21,Widget A,76,225
2025-11-28,Widget A,95,439
2025-08-17,Widget B,21,482
2025-08-30,Widget E,82,372
2025-09-11,Widget D,67,268
2025-06-24,Widget C,20,344
2025-12-05,Widget E,94,305
2025-07-12,Widget E,67,291
2025-03-15,Widget C,94,170
2025-09-27,Widget E,61,335
2025-02-01,Widget B,43,83
2025-07-05,Widget E,22,60
2025-02-15,Widget C,28,399
2025-12-21,Widget B,42,275
2025-12-17,Widget E,79,242
2025-10-21,Widget E,84,414
2025-01-05,Widget D,28,383
2025-03-26,Widget D,82,332
2025-08-15,Widget D,56,482
2025-08-09,Widget C,21,242
2025-09-26,Widget D,59,293
2025-07-23,Widget A,71,439
2025-01-28,Widget A,39,482
2025-11-16,Widget D,40,382
2025-04-07,Widget A,24,472
2025-07-13,Widget B,70,390
2025-01-26,Widget B,74,448
2025-06-13,Widget D,31,171
2025-11-27,Widget D,65,466
2025-08-16,Widget A,71,315
2025-05-25,Widget C,47,163
2025-07-13,Widget A,48,189
2025-08-21,Widget C,79,53
2025-07-08,Widget C,60,266
2025-08-22,Widget C,62,467
2025-12-11,Widget D,94,180
2025-04-14,Widget A,94,146
2025-12-10,Widget E,89,142
2025-04-13,Widget C,41,490
2025-03-13,Widget D,40,429
2025-12-25,Widget D,27,212
2025-08-06,Widget A,74,126
2025-03-13,Widget D,64,123
2025-07-28,Widget B,74,273
2025-05-18,Widget A,92,324
2025-01-24,Widget A,79,397
2025-05-01,Widget E,51,123
2025-08-07,Widget B,40,314
2025-08-26,Widget B,23,343
2025-01-10,Widget E,20,235
2025-11-15,Widget D,86,115
2025-02-06,Widget C,65,81
2025-09-05,Widget C,72,191
2025-07-10,Widget A,31,265
2025-02-23,Widget E,42,289
2025-04-18,Widget A,58,310
2025-06-30,Widget B,59,158
2025-11-14,Widget E,35,499
2025-02-18,Widget B,64,266
2025-03-29,Widget D,51,409
2025-12-13,Widget B,99,500
2025-04-07,Widget A,34,336
2025-05-22,Widget E,84,64
2025-07-08,Widget E,93,385
2025-02-09,Widget E,74,157
2025-06-03,Widget A,81,117
2025-09-14,Widget D,65,97
2025-10-17,Widget B,55,412
2025-08-08,Widget D,67,151
2025-05-22,Widget D,80,448
2025-05-28,Widget C,80,99
2025-06-09,Widget D,37,472
2025-09-06,Widget D,79,348
2025-12-03,Widget E,68,141
2025-09-07,Widget A,48,200
2025-08-19,Widget E,97,146
2025-09-10,Widget B,86,193
2025-03-07,Widget A,83,317
2025-08-27,Widget A,24,499
2025-05-25,Widget C,29,396
2025-10-01,Widget A,46,262
2025-09-25,Widget A,69,358
2025-03-25,Widget C,71,66
2025-02-23,Widget D,20,217
2025-08-28,Widget E,65,477
2025-03-15,Widget E,96,212
2025-09-20,Widget E,35,247
2025-07-04,Widget E,37,144
2025-12-03,Widget B,28,421
2025-10-24,Widget A,76,75
2025-08-17,Widget B,56,221
2025-01-12,Widget D,67,87
2025-05-06,Widget C,20,292
2025-06-17,Widget B,84,282
2025-02-03,Widget C,66,297
2025-05-23,Widget B,60,348
2025-05-30,Widget C,85,343
2025-09-11,Widget B,87,288
2025-05-25,Widget B,90,119
2025-10-16,Widget A,24,277
2025-06-20,Widget A,83,332
2025-05-06,Widget B,79,482
2025-02-02,Widget A,71,465
2025-06-15,Widget A,33,72
2025-04-04,Widget E,38,102
2025-01-22,Widget E,31,130
2025-02-11,Widget C,68,230
2025-12-31,Widget C,89,410
2025-10-06,Widget B,24,354
2025-06-05,Widget E,22,288
2025-08-10,Widget E,96,288
2025-10-30,Widget A,93,265
2025-07-01,Widget B,87,66
2025-10-06,Widget B,90,141
2025-05-31,Widget B,65,212
2025-01-11,Widget C,48,311
2025-12-25,Widget D,83,103
2025-11-09,Widget A,50,211
2025-09-28,Widget D,82,310
2025-12-06,Widget E,20,379
2025-09-16,Widget C,35,109
2025-03-24,Widget C,53,149
2025-05-08,Widget E,32,280
2025-02-08,Widget D,46,89
2025-05-15,Widget A,80,263
2025-05-08,Widget C,60,353
2025-01-05,Widget C,70,316
2025-01-12,Widget B,64,51
2025-09-10,Widget E,71,188
2025-05-09,Widget E,66,159
2025-01-27,Widget C,60,494
2025-09-22,Widget E,87,403
2025-09-08,Widget B,42,127
2025-03-09,Widget D,58,76
2025-03-23,Widget C,37,74
2025-02-13,Widget B,59,475
2025-12-21,Widget C,64,240
2025-11-12,Widget B,73,319
2025-12-17,Widget C,81,99
2025-07-19,Widget E,83,442
2025-10-19,Widget C,32,385
2025-07-04,Widget B,72,271
2025-06-01,Widget A,40,389
2025-12-12,Widget C,80,387
2025-08-21,Widget C,60,94
2025-07-19,Widget E,73,195
2025-08-22,Widget A,52,499
2025-08-05,Widget C,27,259
2025-01-22,Widget D,78,498
2025-08-13,Widget B,30,71
2025-08-18,Widget A,62,357
2025-12-05,Widget D,89,94
2025-02-22,Widget D,24,70
2025-02-23,Widget E,26,481
2025-08-22,Widget A,73,440
2025-09-09,Widget C,60,267
2025-07-28,Widget C,21,209
2025-09-02,Widget D,30,401
2025-08-17,Widget B,32,386
2025-03-02,Widget E,31,459
2025-03-12,Widget C,26,273
2025-03-10,Widget E,100,434
2025-01-24,Widget D,43,276
2025-02-17,Widget A,30,384
2025-10-29,Widget E,82,380
2025-01-15,Widget D,29,100
2025-05-31,Widget C,25,225
2025-04-20,Widget A,99,456
2025-12-11,Widget D,45,405
2025-08-22,Widget E,39,262
2025-08-01,Widget B,100,299
2025-10-06,Widget D,92,471
2025-05-26,Widget A,84,396
2025-04-11,Widget E,56,450
2025-11-30,Widget C,38,425
2025-07-24,Widget A,42,497
2025-05-13,Widget E,95,219
2025-08-16,Widget C,68,398
2025-04-02,Widget A,27,238
2025-08-28,Widget D,76,255
2025-02-28,Widget D,22,374
2025-11-22,Widget A,84,489
2025-12-31,Widget A,82,223
2025-05-24,Widget C,94,356
2025-08-25,Widget C,41,465
2025-11-08,Widget E,52,288
2025-03-20,Widget C,74,377
2025-05-14,Widget E,34,109
2025-07-01,Widget D,23,139
2025-03-03,Widget A,75,152
2025-11-26,Widget B,39,356
2025-11-22,Widget C,99,225
2025-12-12,Widget B,31,231
2025-03-21,Widget A,56,155
2025-11-07,Widget E,48,340
2025-03-06,Widget C,93,297
2025-06-01,Widget E,59,318
2025-09-12,Widget B,60,126
2025-03-20,Widget A,50,69
2025-08-15,Widget A,88,316
2025-06-07,Widget A,35,241
2025-01-13,Widget C,26,232
2025-08-31,Widget D,32,358
2025-03-27,Widget D,37,314
2025-08-17,Widget D,70,378
2025-12-07,Widget A,85,121
2025-03-12,Widget C,65,388
2025-06-12,Widget C,83,71
2025-06-14,Widget D,91,69
2025-08-28,Widget D,56,487
2025-07-24,Widget E,78,87
2025-07-21,Widget B,78,481
2025-08-15,Widget E,51,174
2025-03-19,Widget C,58,314
2025-08-13,Widget A,33,153
2025-09-20,Widget D,50,327
2025-03-01,Widget C,50,298
2025-12-25,Widget C,96,468
2025-09-27,Widget E,97,375
2025-05-16,Widget E,80,337
2025-01-05,Widget B,63,370
2025-05-08,Widget E,29,192
2025-05-21,Widget C,96,232
2025-04-11,Widget C,79,396
2025-08-03,Widget B,83,356
2025-04-28,Widget A,70,272
2025-03-27,Widget D,22,394
2025-08-18,Widget D,24,59
2025-11-21,Widget A,52,137
2025-08-25,Widget A,27,213
2025-10-20,Widget A,69,108
2025-02-05,Widget D,33,278
2025-09-24,Widget C,70,156
2025-03-12,Widget E,65,464
2025-02-03,Widget A,31,103
2025-01-25,Widget D,37,437
2025-02-12,Widget D,24,307
2025-08-18,Widget A,76,122
2025-05-22,Widget E,43,364
2025-01-04,Widget D,40,146
2025-04-24,Widget E,40,118
2025-07-22,Widget D,42,99
2025-12-14,Widget A,82,223
2025-09-07,Widget B,31,120
2025-01-10,Widget C,50,98
2025-05-23,Widget D,47,297
2025-12-25,Widget C,24,90
2025-08-24,Widget E,40,58
2025-02-24,Widget A,27,288
2025-08-31,Widget C,76,379
2025-02-05,Widget E,60,208
2025-08-15,Widget D,60,434
2025-07-08,Widget B,83,337
2025-03-07,Widget C,57,165
2025-11-12,Widget B,66,170
2025-02-06,Widget C,33,163
2025-06-11,Widget C,61,467
2025-02-25,Widget A,81,496
2025-05-20,Widget C,100,124
2025-04-19,Widget E,20,250
2025-10-27,Widget B,55,475
2025-04-19,Widget B,68,352
2025-02-16,Widget B,75,293
2025-06-29,Widget D,38,206
2025-04-28,Widget C,99,379
2025-10-11,Widget B,64,86
2025-12-21,Widget A,56,322
2025-02-02,Widget A,57,138
2025-11-28,Widget A,67,261
2025-01-13,Widget C,67,458
2025-04-09,Widget A,40,492
2025-07-29,Widget E,95,288
2025-11-20,Widget B,28,233
2025-12-22,Widget B,72,217
2025-06-30,Widget C,43,308
2025-06-30,Widget D,95,83
2025-02-27,Widget A,95,284
2025-12-12,Widget B,24,173
2025-04-29,Widget B,29,185
2025-08-29,Widget C,32,407
2025-07-14,Widget A,42,236
2025-09-03,Widget C,65,357
2025-03-22,Widget E,50,158
2025-04-13,Widget A,81,459
2025-06-25,Widget E,87,262
2025-01-28,Widget C,43,353
2025-04-18,Widget C,91,478
2025-09-16,Widget E,40,179
2025-11-11,Widget E,69,200
2025-09-08,Widget E,49,270
2025-07-23,Widget C,88,253
2025-01-27,Widget D,23,431
2025-07-02,Widget C,79,381
2025-11-04,Widget B,43,346
2025-12-10,Widget B,40,370
2025-12-12,Widget D,35,434
2025-02-28,Widget A,31,278
2025-07-22,Widget E,79,197
2025-11-15,Widget C,67,191
2025-06-22,Widget C,33,231
2025-05-15,Widget E,34,240
2025-06-21,Widget E,67,190
2025-11-12,Widget D,96,143
2025-11-01,Widget B,58,432
2025-12-08,Widget E,33,125
2025-12-27,Widget E,63,285
2025-10-13,Widget B,59,145
2025-08-25,Widget A,57,137
2025-10-19,Widget D,78,424
2025-09-17,Widget B,39,440
2025-12-06,Widget C,86,224
2025-11-22,Widget B,54,349
2025-02-27,Widget C,74,135
2025-10-01,Widget C,45,456
2025-11-23,Widget A,23,323
2025-10-21,Widget E,57,251
2025-01-01,Widget D,29,437
2025-04-29,Widget C,42,361
2025-04-03,Widget B,28,74
2025-05-10,Widget A,74,341
2025-07-02,Widget A,59,445
2025-02-23,Widget B,78,130
2025-07-27,Widget E,49,245
2025-09-29,Widget B,34,217
2025-02-09,Widget A,64,139
2025-08-03,Widget C,83,50
2025-05-24,Widget D,91,253
2025-08-21,Widget D,79,172
2025-05-31,Widget E,64,145
2025-11-10,Widget D,45,105
2025-09-23,Widget A,69,388
2025-03-06,Widget C,44,234
2025-09-16,Widget C,65,453
2025-03-12,Widget A,32,339
2025-08-27,Widget E,45,470
2025-11-28,Widget E,47,389
2025-10-07,Widget B,22,59
2025-11-28,Widget B,45,396
2025-12-09,Widget C,72,475
2025-08-18,Widget A,87,153
2025-12-09,Widget C,39,408
2025-10-14,Widget B,48,438
2025-09-11,Widget C,96,307
2025-07-01,Widget A,85,367
2025-10-05,Widget C,93,93
