Date,Sector,GrowthRate (%),AvgPrice
2025-10-10,Home Appliances,1.02,154
2025-06-07,Toys,1.0,167
2025-08-02,Furniture,3.43,115
2025-12-05,Furniture,2.95,155
2025-08-04,Electronics,3.03,71
2025-02-06,Electronics,3.15,118
2025-01-17,Toys,4.13,149
2025-12-11,Electronics,0.68,88
2025-06-15,Electronics,2.06,169
2025-01-25,Electronics,1.24,126
2025-10-26,Electronics,2.16,175
2025-03-16,Toys,2.19,101
2025-06-23,Electronics,2.29,93
2025-03-30,Electronics,3.98,58
2025-10-21,Electronics,2.07,76
2025-03-06,Toys,1.76,173
2025-12-06,Furniture,3.13,198
2025-03-24,Home Appliances,1.7,100
2025-08-30,Electronics,4.69,200
2025-06-19,Toys,4.75,54
2025-07-26,Electronics,2.26,61
2025-05-18,Home Appliances,4.64,99
2025-03-17,Furniture,1.52,105
2025-01-09,Furniture,3.89,112
2025-11-24,Furniture,0.92,86
2025-01-23,Furniture,0.63,92
2025-12-15,Toys,2.21,166
2025-05-16,Furniture,1.95,90
2025-08-04,Furniture,4.43,56
2025-06-05,Furniture,0.83,145
2025-03-29,Furniture,4.15,179
2025-10-28,Toys,4.9,50
2025-03-07,Home Appliances,0.97,141
2025-08-30,Home Appliances,3.5,136
2025-08-17,Home Appliances,1.2,200
2025-07-02,Home Appliances,4.08,82
2025-02-05,Toys,1.39,87
2025-03-28,Furniture,1.91,134
2025-10-05,Home Appliances,4.1,130
2025-06-02,Furniture,2.72,110
2025-04-02,Electronics,3.72,176
2025-03-02,Toys,3.95,182
2025-05-16,Furniture,4.77,133
2025-07-07,Electronics,4.87,155
2025-09-18,Toys,2.05,173
2025-09-18,Home Appliances,3.56,52
2025-05-18,Toys,3.57,196
2025-10-17,Furniture,2.6,127
2025-05-05,Home Appliances,4.49,90
2025-04-10,Electronics,3.17,119
2025-03-10,Furniture,2.76,181
2025-12-20,Electronics,1.84,187
2025-01-01,Toys,2.41,69
2025-01-10,Electronics,4.78,153
2025-02-02,Toys,1.75,129
2025-09-13,Furniture,1.93,83
2025-03-30,Toys,1.1,114
2025-10-14,Home Appliances,2.61,110
2025-01-07,Furniture,3.88,128
2025-08-10,Furniture,2.51,95
2025-09-10,Home Appliances,2.58,153
2025-02-28,Home Appliances,3.3,114
2025-06-26,Furniture,3.97,91
2025-04-27,Furniture,3.12,177
2025-09-15,Home Appliances,1.16,165
2025-02-26,Home Appliances,1.38,93
2025-07-26,Toys,2.42,113
2025-11-09,Home Appliances,2.24,197
2025-04-30,Toys,0.65,166
2025-07-19,Furniture,4.14,78
2025-08-10,Furniture,1.88,199
2025-12-27,Toys,0.94,169
2025-11-28,Toys,2.67,138
2025-07-22,Home Appliances,3.11,95
2025-01-20,Toys,3.77,122
2025-12-27,Home Appliances,2.11,99
2025-04-09,Electronics,4.85,82
2025-01-31,Toys,4.09,51
2025-04-09,Home Appliances,1.52,76
2025-01-22,Electronics,4.02,174
2025-01-10,Home Appliances,4.76,63
2025-07-12,Home Appliances,2.38,184
2025-06-07,Furniture,3.83,100
2025-06-01,Electronics,1.7,179
2025-09-27,Home Appliances,2.78,191
2025-04-09,Toys,4.91,73
2025-11-20,Furniture,3.03,77
2025-04-02,Toys,2.87,129
2025-06-15,Toys,4.72,164
2025-04-27,Electronics,2.17,98
2025-03-21,Home Appliances,4.04,143
2025-06-15,Electronics,2.89,80
2025-02-13,Electronics,3.02,105
2025-03-16,Home Appliances,1.19,80
2025-06-06,Electronics,3.94,80
2025-01-23,Toys,1.56,52
2025-07-18,Home Appliances,2.31,168
2025-03-07,Electronics,2.31,113
2025-01-31,Furniture,1.38,130
2025-12-07,Furniture,4.11,128
2025-12-01,Furniture,4.02,118
2025-02-02,Toys,2.87,145
2025-04-11,Toys,3.6,96
2025-02-25,Toys,2.0,189
2025-06-24,Electronics,0.63,83
2025-02-07,Furniture,2.58,105
2025-08-20,Home Appliances,1.43,89
2025-09-30,Furniture,4.9,54
2025-04-30,Toys,1.37,172
2025-01-23,Toys,2.71,84
2025-09-14,Furniture,2.1,102
2025-04-18,Furniture,1.85,145
2025-07-01,Home Appliances,3.55,109
2025-03-28,Toys,1.32,157
2025-11-16,Toys,4.67,124
2025-12-30,Home Appliances,0.55,177
2025-07-08,Toys,1.3,51
2025-03-03,Home Appliances,4.27,158
2025-12-30,Toys,4.78,131
2025-04-10,Toys,3.51,161
2025-01-29,Home Appliances,4.79,170
2025-01-29,Furniture,3.46,128
2025-02-27,Home Appliances,4.04,176
2025-02-17,Furniture,3.73,88
2025-08-25,Electronics,3.95,144
2025-04-30,Furniture,3.89,183
2025-05-16,Home Appliances,1.41,81
2025-07-15,Electronics,2.01,169
2025-07-24,Electronics,0.89,177
2025-01-24,Furniture,4.88,97
2025-05-25,Toys,1.75,132
2025-02-01,Electronics,1.48,146
2025-12-21,Furniture,3.38,107
2025-03-30,Home Appliances,1.38,85
2025-07-22,Furniture,3.79,177
2025-03-22,Furniture,1.01,177
2025-03-05,Toys,0.72,138
2025-07-27,Toys,1.04,83
2025-12-15,Toys,2.04,108
2025-08-06,Electronics,2.37,179
2025-03-27,Home Appliances,1.74,186
2025-05-12,Home Appliances,4.39,103
2025-06-14,Toys,1.1,118
2025-11-16,Electronics,4.85,91
2025-07-27,Toys,1.12,131
2025-09-21,Home Appliances,4.26,117
2025-07-12,Furniture,2.66,122
2025-03-09,Home Appliances,0.51,66
2025-08-07,Furniture,4.92,80
2025-10-06,Electronics,2.43,163
2025-02-18,Home Appliances,4.75,198
2025-09-20,Home Appliances,4.53,90
2025-06-08,Toys,3.75,196
2025-07-02,Furniture,1.18,182
2025-06-21,Home Appliances,1.97,141
2025-02-06,Toys,4.34,162
2025-08-27,Electronics,3.64,171
2025-07-17,Toys,3.11,72
2025-06-23,Toys,1.04,64
2025-11-07,Home Appliances,1.95,139
2025-06-10,Furniture,2.94,194
2025-01-22,Toys,3.96,63
2025-08-04,Home Appliances,1.43,92
2025-03-12,Electronics,2.81,55
2025-04-21,Home Appliances,3.58,147
2025-11-23,Home Appliances,2.26,164
2025-12-01,Electronics,3.48,177
2025-01-29,Furniture,4.39,109
2025-03-26,Furniture,2.42,61
2025-12-31,Electronics,2.76,78
2025-06-10,Home Appliances,3.84,77
2025-07-26,Furniture,3.79,124
2025-11-25,Furniture,4.45,170
2025-11-13,Toys,1.29,159
2025-07-26,Toys,2.79,78
2025-11-27,Toys,2.62,195
2025-02-17,Furniture,1.21,109
2025-02-11,Home Appliances,3.32,133
2025-03-03,Furniture,3.71,66
2025-05-15,Home Appliances,3.59,81
2025-03-19,Home Appliances,3.21,85
2025-04-30,Furniture,2.76,77
2025-08-30,Home Appliances,1.04,200
2025-07-02,Furniture,3.67,132
2025-11-02,Toys,1.21,112
2025-10-05,Furniture,4.66,58
2025-03-27,Electronics,1.49,168
2025-05-03,Toys,0.87,97
2025-02-18,Home Appliances,3.17,82
2025-02-09,Home Appliances,4.98,149
2025-10-14,Home Appliances,1.49,148
2025-11-10,Electronics,4.23,142
2025-08-04,Furniture,2.9,177
2025-01-29,Electronics,4.99,190
2025-09-02,Home Appliances,4.04,181
2025-03-23,Furniture,2.75,153
2025-07-27,Electronics,1.69,130
2025-06-01,Electronics,2.2,143
2025-11-22,Furniture,2.52,97
2025-02-17,Furniture,0.61,147
2025-12-06,Furniture,2.14,102
2025-09-07,Toys,2.6,171
2025-11-17,Electronics,1.03,55
2025-06-04,Furniture,3.75,178
2025-03-24,Furniture,3.81,106
2025-01-04,Toys,4.61,71
2025-03-26,Furniture,0.54,70
2025-04-15,Electronics,1.61,71
2025-06-10,Toys,4.72,80
2025-08-27,Toys,3.89,136
2025-10-26,Toys,4.35,160
2025-04-02,Electronics,2.87,107
2025-01-29,Toys,2.21,53
2025-10-22,Electronics,4.62,85
2025-08-13,Furniture,3.98,134
2025-07-02,Home Appliances,2.89,154
2025-01-21,Toys,3.47,161
2025-01-19,Home Appliances,2.71,92
2025-05-16,Home Appliances,1.3,109
2025-07-03,Home Appliances,1.82,175
2025-12-08,Furniture,3.34,184
2025-03-15,Electronics,0.89,83
2025-01-07,Electronics,2.23,100
2025-07-27,Toys,4.4,102
2025-04-03,Electronics,4.86,61
2025-03-04,Electronics,2.33,178
2025-07-21,Toys,1.93,69
2025-03-18,Electronics,1.56,51
2025-08-12,Home Appliances,4.6,178
2025-03-29,Furniture,1.86,131
2025-06-17,Home Appliances,2.56,143
2025-03-11,Furniture,1.94,166
2025-07-07,Toys,2.58,73
2025-05-25,Electronics,1.32,189
2025-08-20,Furniture,1.13,55
2025-09-05,Home Appliances,2.49,129
2025-12-19,Toys,4.99,76
2025-02-20,Electronics,3.98,89
2025-11-06,Home Appliances,1.54,68
2025-04-21,Furniture,1.28,194
2025-10-25,Furniture,2.89,169
2025-10-06,Home Appliances,1.87,71
2025-01-16,Electronics,3.21,163
2025-09-21,Electronics,3.85,106
2025-03-07,Furniture,0.9,129
2025-08-02,Electronics,1.5,136
2025-05-10,Home Appliances,4.43,120
2025-11-23,Furniture,3.71,164
2025-10-22,Electronics,1.64,75
2025-01-31,Toys,3.87,64
2025-09-04,Home Appliances,2.2,129
2025-09-03,Home Appliances,2.91,110
2025-08-18,Furniture,2.3,83
2025-05-14,Toys,2.01,112
2025-10-18,Electronics,1.72,173
2025-06-28,Furniture,1.94,136
2025-09-19,Furniture,4.31,66
2025-08-19,Toys,3.41,119
2025-12-25,Furniture,4.31,56
2025-01-16,Home Appliances,4.85,187
2025-11-10,Toys,2.34,89
2025-08-21,Furniture,4.58,178
2025-08-14,Home Appliances,2.91,167
2025-04-17,Toys,1.15,152
2025-05-11,Toys,3.76,64
2025-06-10,Electronics,4.51,132
2025-02-10,Furniture,3.02,131
2025-08-15,Home Appliances,3.06,109
2025-01-02,Home Appliances,0.97,177
2025-08-11,Toys,3.75,182
2025-09-11,Electronics,1.56,194
2025-12-19,Furniture,3.27,75
2025-07-18,Furniture,2.99,141
2025-03-13,Toys,4.65,148
2025-04-18,Electronics,2.42,50
2025-06-22,Home Appliances,1.38,81
2025-11-11,Home Appliances,4.17,135
2025-06-22,Home Appliances,3.42,100
2025-12-19,Toys,0.94,88
2025-08-08,Furniture,1.81,174
2025-12-23,Furniture,0.7,151
2025-02-11,Furniture,1.05,100
2025-02-13,Electronics,2.06,87
2025-07-29,Furniture,1.25,109
2025-05-09,Toys,1.89,117
2025-09-16,Electronics,1.26,149
2025-10-29,Toys,2.41,124
2025-09-19,Toys,2.37,55
2025-09-09,Furniture,4.88,194
2025-07-11,Electronics,3.25,181
2025-11-30,Toys,3.95,141
2025-03-28,Furniture,4.32,166
2025-03-10,Toys,3.63,118
2025-02-24,Home Appliances,1.07,118
2025-05-18,Electronics,2.11,114
2025-10-30,Electronics,4.72,128
2025-06-16,Home Appliances,4.8,129
2025-04-13,Furniture,4.68,169
2025-09-28,Electronics,1.7,120
2025-04-12,Furniture,4.34,60
2025-05-21,Toys,1.13,104
2025-08-30,Home Appliances,2.02,166
2025-09-30,Furniture,2.5,150
2025-01-17,Home Appliances,3.58,160
2025-08-03,Home Appliances,1.92,168
2025-09-03,Electronics,2.04,139
2025-05-20,Home Appliances,0.51,172
2025-05-27,Toys,2.11,133
2025-10-27,Furniture,3.15,171
2025-05-24,Furniture,3.7,128
2025-09-22,Furniture,2.89,183
2025-12-24,Furniture,1.09,185
2025-06-04,Furniture,3.36,193
2025-06-05,Toys,2.7,101
2025-07-13,Home Appliances,4.2,82
2025-06-04,Electronics,5.0,136
2025-02-02,Home Appliances,2.49,160
2025-12-20,Toys,4.52,144
2025-10-07,Electronics,3.87,80
2025-10-04,Home Appliances,4.59,187
2025-01-10,Electronics,2.5,81
2025-12-16,Home Appliances,4.79,71
2025-07-04,Furniture,0.6,128
2025-09-22,Toys,3.77,195
2025-01-11,Toys,4.35,160
2025-05-12,Furniture,0.73,55
2025-04-04,Toys,4.5,121
2025-03-02,Electronics,4.58,125
2025-04-11,Toys,0.72,73
2025-12-17,Home Appliances,1.41,177
2025-10-08,Home Appliances,2.56,174
2025-04-01,Home Appliances,4.29,98
2025-06-21,Electronics,4.23,184
2025-08-10,Electronics,2.6,64
2025-04-26,Furniture,1.52,96
2025-11-25,Furniture,1.91,126
2025-11-10,Electronics,2.28,136
2025-03-31,Electronics,3.47,161
2025-03-23,Furniture,3.61,68
2025-01-19,Toys,3.66,177
2025-12-02,Home Appliances,1.65,135
2025-11-15,Home Appliances,4.8,53
2025-04-18,Home Appliances,1.86,98
2025-09-05,Home Appliances,2.65,195
2025-04-01,Toys,4.5,101
2025-12-31,Toys,1.91,56
2025-01-04,Furniture,0.5,132
2025-05-06,Toys,1.91,182
2025-04-23,Home Appliances,4.33,93
2025-06-29,Electronics,1.21,164
2025-04-22,Toys,4.17,58
2025-11-09,Home Appliances,0.7,55
2025-08-21,Electronics,2.76,97
2025-06-05,Electronics,4.82,193
2025-11-14,Toys,0.8,84
2025-02-11,Toys,0.87,86
2025-10-16,Toys,1.9,177
2025-12-13,Furniture,0.84,80
2025-02-17,Home Appliances,4.77,78
2025-12-07,Home Appliances,0.63,52
2025-07-19,Electronics,2.28,145
2025-07-15,Electronics,2.06,136
2025-10-08,Electronics,4.0,197
2025-09-30,Toys,4.03,177
2025-08-02,Home Appliances,1.05,177
2025-02-23,Electronics,3.67,148
2025-11-16,Home Appliances,3.85,126
2025-12-11,Electronics,4.12,111
2025-11-10,Home Appliances,4.24,92
2025-02-07,Toys,4.72,143
2025-02-02,Home Appliances,1.62,129
2025-09-04,Electronics,1.35,174
2025-06-10,Home Appliances,2.43,108
2025-08-06,Toys,3.79,70
2025-04-06,Furniture,0.87,118
2025-07-10,Home Appliances,4.19,122
2025-12-01,Toys,2.49,87
2025-11-14,Home Appliances,0.86,68
2025-06-17,Electronics,0.86,52
2025-12-04,Home Appliances,4.23,112
2025-04-05,Electronics,4.87,64
2025-11-07,Electronics,2.88,86
2025-09-27,Home Appliances,1.36,97
2025-01-26,Furniture,2.9,83
2025-01-16,Furniture,4.48,138
2025-05-27,Home Appliances,1.45,175
2025-02-21,Toys,2.08,166
2025-05-28,Electronics,1.8,166
2025-04-05,Home Appliances,1.06,68
2025-09-25,Toys,4.17,99
2025-11-24,Furniture,4.43,92
2025-06-20,Electronics,2.35,101
2025-08-02,Electronics,4.62,55
2025-04-06,Furniture,3.26,131
2025-12-17,Electronics,2.26,88
2025-03-10,Toys,1.66,106
2025-10-10,Electronics,3.28,160
2025-04-19,Furniture,4.85,67
2025-10-15,Home Appliances,1.92,101
2025-06-08,Electronics,3.35,52
2025-07-09,Home Appliances,3.93,137
2025-09-28,Home Appliances,3.36,96
2025-04-28,Home Appliances,0.62,128
2025-10-28,Electronics,2.43,194
2025-10-01,Toys,1.89,88
2025-02-09,Furniture,4.28,63
2025-05-14,Furniture,3.4,198
2025-09-03,Home Appliances,4.33,51
2025-08-15,Home Appliances,2.1,122
2025-04-18,Electronics,4.19,94
2025-08-06,Electronics,1.76,138
2025-09-24,Toys,1.48,157
2025-10-02,Furniture,1.19,115
2025-11-25,Toys,1.67,180
2025-05-13,Home Appliances,2.18,130
2025-09-07,Toys,3.26,76
2025-08-01,Furniture,2.78,132
2025-09-20,Furniture,1.34,161
2025-07-18,Furniture,4.39,181
2025-09-14,Electronics,4.14,164
2025-06-20,Furniture,4.9,171
2025-03-10,Toys,1.25,144
2025-09-25,Electronics,1.05,114
2025-09-12,Furniture,3.67,95
2025-03-04,Home Appliances,1.51,90
2025-06-28,Home Appliances,1.19,138
2025-03-05,Home Appliances,2.9,65
2025-10-05,Furniture,3.54,105
2025-01-14,Home Appliances,2.05,69
2025-03-07,Toys,2.79,196
2025-10-25,Electronics,4.51,164
2025-05-21,Toys,1.72,141
2025-10-24,Furniture,1.6,177
2025-12-05,Electronics,4.99,98
2025-12-26,Home Appliances,3.31,166
2025-04-19,Furniture,4.86,51
2025-12-19,Home Appliances,2.5,162
2025-05-14,Furniture,4.48,183
2025-02-17,Home Appliances,2.78,191
2025-04-08,Home Appliances,1.02,92
2025-12-20,Electronics,1.0,92
2025-12-16,Home Appliances,3.44,107
2025-08-18,Electronics,1.1,132
2025-12-12,Furniture,2.97,96
2025-11-22,Electronics,3.91,52
2025-07-07,Furniture,3.48,84
2025-01-01,Toys,4.54,177
2025-08-22,Electronics,1.44,104
2025-05-19,Electronics,2.47,141
2025-09-13,Toys,0.74,172
2025-12-22,Home Appliances,1.32,181
2025-12-10,Toys,2.51,156
2025-05-21,Toys,3.21,133
2025-12-06,Home Appliances,4.94,61
2025-03-16,Electronics,4.28,142
2025-09-12,Furniture,1.28,158
2025-08-10,Toys,3.67,114
2025-05-10,Home Appliances,4.81,174
2025-07-09,Furniture,1.87,98
2025-12-24,Home Appliances,3.44,135
2025-10-22,Furniture,0.92,184
2025-12-07,Electronics,2.6,172
2025-12-20,Toys,2.35,119
2025-07-24,Furniture,3.36,92
2025-11-27,Electronics,2.06,86
2025-08-05,Home Appliances,0.56,186
2025-03-24,Electronics,1.16,119
2025-04-18,Furniture,1.6,128
2025-08-24,Furniture,1.91,177
2025-08-27,Furniture,2.65,78
2025-10-13,Home Appliances,3.88,159
2025-09-05,Home Appliances,1.43,116
2025-02-25,Home Appliances,3.84,76
2025-08-26,Toys,2.06,139
2025-07-23,Toys,3.28,113
2025-06-02,Toys,1.45,88
2025-07-12,Home Appliances,4.48,50
2025-08-28,Home Appliances,1.11,172
2025-04-25,Electronics,3.78,158
2025-04-30,Toys,2.8,124
2025-03-12,Home Appliances,3.48,141
2025-09-23,Toys,0.91,85
2025-08-26,Toys,2.31,198
2025-03-28,Furniture,2.19,156
2025-05-03,Toys,0.68,64
2025-11-17,Home Appliances,3.69,139
2025-06-08,Toys,3.38,81
2025-02-19,Furniture,0.83,58
2025-11-14,Home Appliances,0.58,174
2025-01-17,Furniture,1.72,149
2025-05-02,Home Appliances,4.23,79
2025-03-19,Toys,2.34,184
2025-10-29,Electronics,2.26,177
2025-06-23,Home Appliances,0.93,109
2025-05-24,Home Appliances,1.2,84
2025-05-23,Toys,1.08,119
2025-05-25,Home Appliances,3.5,153
2025-09-03,Toys,3.28,102
2025-08-16,Furniture,2.47,116
2025-08-27,Electronics,1.29,139
2025-09-07,Electronics,0.51,103
2025-10-22,Toys,0.81,77
2025-03-09,Electronics,1.35,176
2025-08-28,Furniture,3.41,54
2025-06-25,Electronics,3.45,116
2025-01-12,Electronics,2.78,119
2025-08-06,Furniture,0.84,190
2025-04-02,Electronics,4.66,98
2025-01-18,Home Appliances,2.54,185
2025-11-16,Electronics,4.99,154
2025-02-04,Toys,4.28,151
2025-05-28,Home Appliances,2.3,138
2025-11-01,Toys,4.72,134
2025-04-01,Furniture,1.21,135
2025-02-18,Furniture,0.96,159
2025-06-20,Home Appliances,2.7,58
2025-11-07,Electronics,3.35,86
2025-07-04,Toys,1.6,167
2025-02-07,Home Appliances,3.54,167
2025-03-14,Furniture,4.14,121
2025-05-04,Electronics,1.04,68
2025-11-19,Home Appliances,2.8,113
2025-07-09,Toys,1.05,151
2025-12-21,Home Appliances,2.42,119
2025-05-09,Toys,2.61,60
2025-10-09,Toys,3.96,166
2025-09-08,Furniture,2.03,197
2025-11-08,Toys,2.49,178
2025-08-22,Electronics,4.97,194
2025-11-30,Home Appliances,1.7,154
2025-08-28,Home Appliances,1.48,175
2025-11-23,Home Appliances,1.82,187
2025-10-17,Home Appliances,1.05,60
2025-09-30,Toys,2.7,75
2025-05-05,Electronics,1.44,102
2025-01-09,Electronics,1.11,166
2025-09-24,Toys,2.74,149
2025-01-03,Home Appliances,3.0,198
2025-02-16,Electronics,1.08,90
2025-05-10,Electronics,4.26,54
2025-10-05,Furniture,4.43,96
2025-01-10,Home Appliances,2.52,164
2025-06-11,Furniture,2.32,113
2025-05-18,Electronics,3.84,95
2025-04-16,Home Appliances,3.9,108
2025-01-08,Toys,2.21,190
2025-03-26,Home Appliances,4.18,59
2025-02-04,Home Appliances,2.29,193
2025-01-31,Home Appliances,2.35,177
2025-09-06,Furniture,3.0,151
2025-12-30,Furniture,3.67,148
2025-02-04,Home Appliances,4.54,197
2025-10-29,Toys,1.47,141
2025-12-18,Home Appliances,3.69,131
2025-10-18,Home Appliances,1.61,116
2025-09-19,Electronics,0.84,82
2025-04-01,Furniture,0.99,142
2025-12-07,Toys,4.83,68
2025-12-15,Home Appliances,3.93,124
2025-11-01,Toys,0.82,130
2025-08-21,Furniture,4.17,171
2025-07-15,Home Appliances,1.56,157
2025-03-27,Toys,1.89,197
2025-05-15,Furniture,3.09,131
2025-04-02,Toys,4.7,188
2025-07-13,Home Appliances,0.94,96
2025-10-03,Toys,2.99,75
2025-04-18,Furniture,3.72,163
2025-09-18,Home Appliances,3.45,161
2025-07-15,Electronics,3.84,194
2025-10-26,Home Appliances,1.76,158
2025-10-04,Electronics,3.27,193
2025-02-17,Home Appliances,2.58,156
2025-11-18,Electronics,3.07,85
2025-01-27,Home Appliances,3.94,148
2025-11-06,Toys,1.06,134
2025-06-16,Electronics,4.65,179
2025-10-21,Furniture,3.96,181
2025-12-01,Home Appliances,4.92,87
2025-06-03,Furniture,1.82,182
2025-12-16,Home Appliances,3.44,105
2025-09-12,Furniture,1.02,63
2025-09-17,Electronics,4.87,131
2025-04-06,Toys,2.27,118
2025-04-23,Toys,2.5,139
2025-03-07,Toys,3.63,110
2025-06-22,Toys,1.68,200
2025-11-12,Home Appliances,0.54,103
2025-11-30,Toys,1.49,115
2025-05-12,Electronics,0.51,167
2025-07-28,Furniture,3.69,117
2025-10-03,Toys,3.11,96
2025-07-19,Home Appliances,4.93,85
2025-05-01,Electronics,1.11,138
2025-02-24,Furniture,1.07,151
2025-11-23,Toys,2.66,136
2025-06-14,Furniture,3.7,104
2025-03-05,Electronics,2.69,133
2025-05-04,Toys,4.61,107
2025-12-13,Toys,4.66,152
2025-02-01,Home Appliances,3.19,199
2025-09-12,Home Appliances,1.84,62
2025-10-12,Home Appliances,1.44,177
2025-07-06,Electronics,1.02,142
2025-05-29,Electronics,0.74,124
2025-10-10,Furniture,0.74,62
2025-04-24,Toys,4.41,66
2025-09-20,Home Appliances,0.85,190
2025-01-23,Furniture,2.85,84
2025-08-07,Toys,3.43,91
2025-10-25,Furniture,1.59,55
2025-10-17,Toys,2.79,115
2025-04-20,Furniture,2.28,197
2025-06-20,Home Appliances,4.45,75
2025-09-27,Furniture,3.92,86
2025-08-12,Toys,4.39,194
2025-04-08,Toys,0.95,158
2025-11-05,Furniture,0.61,81
2025-01-29,Toys,1.62,68
2025-12-22,Electronics,2.93,154
2025-04-30,Electronics,1.29,154
2025-02-26,Electronics,1.55,185
2025-02-05,Electronics,2.58,75
2025-09-19,Furniture,1.99,103
2025-02-14,Toys,4.47,191
2025-10-16,Home Appliances,1.07,113
2025-12-03,Furniture,2.06,51
2025-12-24,Electronics,1.66,147
2025-02-06,Toys,2.24,109
2025-12-23,Furniture,0.8,94
2025-11-21,Toys,1.36,88
2025-08-12,Furniture,1.23,100
2025-04-03,Home Appliances,4.26,99
2025-02-25,Electronics,4.06,189
2025-05-06,Toys,2.23,75
2025-11-14,Home Appliances,2.63,141
2025-09-27,Electronics,4.76,184
2025-03-07,Electronics,3.09,80
2025-09-27,Electronics,4.42,166
2025-09-05,Toys,2.4,128
2025-12-02,Toys,4.47,178
2025-06-25,Toys,4.73,185
2025-01-01,Toys,2.55,144
2025-06-09,Home Appliances,2.89,182
2025-11-12,Furniture,3.63,63
2025-06-25,Electronics,0.71,76
2025-10-03,Home Appliances,1.61,172
2025-09-09,Furniture,4.09,150
2025-11-20,Toys,4.23,199
2025-01-13,Home Appliances,2.4,129
2025-02-20,Electronics,2.24,123
2025-09-20,Furniture,3.36,184
2025-09-29,Electronics,1.03,81
2025-01-22,Furniture,1.28,147
2025-01-03,Home Appliances,1.61,51
2025-02-03,Electronics,3.29,95
2025-08-29,Home Appliances,4.51,128
2025-08-09,Toys,1.74,178
2025-05-29,Electronics,2.76,82
2025-05-26,Electronics,2.93,51
2025-08-19,Furniture,1.58,95
2025-01-14,Toys,0.62,180
2025-09-10,Home Appliances,0.78,61
2025-08-09,Home Appliances,1.26,152
2025-02-02,Electronics,3.27,84
2025-12-31,Toys,1.08,153
2025-10-18,Toys,1.45,162
2025-09-27,Toys,1.81,158
2025-03-04,Home Appliances,4.17,172
2025-06-20,Toys,3.62,165
2025-12-29,Electronics,0.84,161
2025-08-23,Toys,1.69,77
2025-04-19,Toys,3.29,137
2025-10-12,Electronics,2.54,52
2025-02-28,Furniture,2.22,79
2025-07-25,Furniture,0.54,98
2025-12-12,Furniture,0.79,139
2025-11-10,Toys,4.56,126
2025-08-24,Electronics,2.31,72
2025-12-03,Furniture,1.78,116
2025-10-23,Furniture,3.39,79
2025-10-16,Electronics,4.18,133
2025-07-04,Furniture,2.34,192
2025-07-22,Toys,2.21,114
2025-08-19,Home Appliances,3.76,138
2025-09-04,Home Appliances,1.74,73
2025-11-22,Toys,4.24,182
2025-04-04,Home Appliances,3.87,185
2025-03-10,Furniture,3.0,200
2025-01-23,Furniture,1.38,127
2025-07-17,Furniture,3.21,84
2025-01-09,Toys,3.12,63
2025-02-13,Toys,1.22,95
2025-07-01,Electronics,1.78,171
2025-02-11,Electronics,1.11,62
2025-09-08,Electronics,3.06,102
2025-02-23,Furniture,1.02,130
2025-10-23,Toys,1.87,89
2025-09-10,Furniture,2.15,66
2025-10-19,Toys,4.97,130
2025-11-30,Furniture,1.1,161
2025-05-18,Furniture,3.17,180
2025-05-11,Toys,2.66,200
2025-03-16,Toys,0.52,133
2025-10-23,Electronics,1.15,142
2025-01-25,Furniture,0.7,85
2025-05-25,Electronics,2.65,73
2025-06-06,Toys,1.43,67
2025-04-19,Home Appliances,0.74,68
2025-06-09,Home Appliances,3.39,59
2025-03-18,Furniture,3.26,120
2025-01-31,Home Appliances,3.57,88
2025-12-09,Electronics,2.88,68
2025-06-23,Electronics,1.13,89
2025-03-06,Electronics,2.19,94
2025-03-06,Home Appliances,4.32,123
2025-02-02,Electronics,0.79,86
2025-12-09,Furniture,3.67,146
2025-08-08,Electronics,1.51,171
2025-10-25,Toys,4.63,120
2025-05-02,Furniture,4.07,177
2025-07-15,Home Appliances,4.07,189
2025-01-20,Toys,3.28,198
2025-11-25,Toys,0.51,98
2025-02-03,Electronics,3.18,51
2025-06-23,Electronics,1.26,110
2025-12-22,Toys,2.78,63
2025-07-25,Home Appliances,1.67,139
2025-01-19,Electronics,4.41,147
2025-06-13,Electronics,0.71,124
2025-10-17,Furniture,1.45,57
2025-10-11,Toys,3.62,89
2025-06-05,Electronics,2.3,74
2025-10-15,Toys,0.8,125
2025-02-19,Toys,2.53,115
2025-06-20,Furniture,1.92,178
2025-01-15,Toys,4.77,105
2025-08-23,Electronics,0.82,90
2025-04-23,Electronics,3.31,132
2025-06-10,Home Appliances,3.72,153
2025-03-22,Furniture,3.34,78
2025-11-21,Home Appliances,2.47,82
2025-11-13,Electronics,4.02,81
2025-11-15,Furniture,1.12,73
2025-02-15,Toys,4.99,105
2025-08-26,Home Appliances,1.6,58
2025-11-01,Home Appliances,4.64,176
2025-07-07,Toys,0.91,115
2025-12-25,Furniture,2.89,76
2025-01-12,Toys,4.45,134
2025-08-26,Home Appliances,1.25,120
2025-12-11,Toys,4.35,52
2025-05-02,Toys,4.37,80
2025-04-02,Toys,4.66,91
2025-10-24,Furniture,3.76,123
2025-03-04,Toys,4.26,100
2025-02-22,Toys,0.84,187
2025-12-09,Electronics,1.94,98
2025-09-27,Toys,1.4,72
2025-04-16,Toys,1.46,58
2025-04-20,Toys,3.77,110
2025-05-01,Furniture,2.76,142
2025-11-28,Home Appliances,0.61,82
2025-01-13,Home Appliances,2.84,113
2025-05-30,Furniture,1.68,91
