Date,Competitor,Product,Quantity,Revenue
2025-03-26,CompX,Widget A,24,1200
2025-05-30,CompX,Widget D,24,1080
2025-04-12,CompY,Widget C,43,860
2025-09-04,CompX,Widget C,38,1178
2025-01-10,CompY,Widget A,47,611
2025-10-15,CompX,Widget A,31,403
2025-11-18,CompX,Widget C,22,528
2025-01-10,CompZ,Widget E,19,494
2025-05-28,CompX,Widget A,7,210
2025-11-10,CompZ,Widget B,27,648
2025-07-15,CompX,Widget B,42,630
2025-04-06,CompY,Widget D,24,792
2025-11-04,CompX,Widget B,37,777
2025-08-28,CompZ,Widget D,15,165
2025-04-14,CompZ,Widget C,50,1200
2025-12-26,CompZ,Widget B,13,364
2025-08-02,CompZ,Widget A,12,504
2025-01-30,CompZ,Widget C,6,174
2025-12-09,CompZ,Widget E,32,704
2025-12-25,CompY,Widget A,43,2150
2025-02-13,CompY,Widget C,11,352
2025-07-26,CompZ,Widget C,14,644
2025-11-17,CompZ,Widget A,12,192
2025-01-26,CompZ,Widget A,32,1088
2025-02-21,CompX,Widget E,33,1023
2025-03-26,CompZ,Widget A,42,1890
2025-08-25,CompZ,Widget B,14,238
2025-12-14,CompX,Widget E,31,775
2025-03-15,CompY,Widget E,22,220
2025-10-31,CompX,Widget D,3,90
2025-11-14,CompZ,Widget E,14,546
2025-03-21,CompX,Widget D,28,896
2025-11-28,CompZ,Widget B,46,2070
2025-05-01,CompX,Widget C,26,598
2025-12-26,CompZ,Widget B,25,850
2025-10-12,CompZ,Widget E,18,774
2025-12-21,CompZ,Widget B,38,1710
2025-04-24,CompZ,Widget A,35,700
2025-08-16,CompX,Widget E,11,473
2025-05-10,CompY,Widget B,4,44
2025-09-26,CompY,Widget A,26,988
2025-01-21,CompZ,Widget D,1,15
2025-06-14,CompZ,Widget A,20,440
2025-10-27,CompX,Widget C,47,1269
2025-06-09,CompY,Widget A,14,140
2025-09-03,CompX,Widget E,43,1161
2025-01-07,CompZ,Widget D,14,308
2025-12-28,CompY,Widget C,37,1073
2025-08-21,CompZ,Widget A,47,1645
2025-09-11,CompY,Widget D,6,174
2025-04-16,CompZ,Widget A,4,160
2025-05-07,CompX,Widget A,35,420
2025-06-08,CompZ,Widget E,17,238
2025-01-16,CompZ,Widget C,43,2021
2025-01-29,CompZ,Widget B,21,609
2025-03-04,CompY,Widget A,35,910
2025-05-25,CompX,Widget A,23,483
2025-12-10,CompY,Widget B,36,432
2025-04-27,CompZ,Widget A,17,493
2025-01-05,CompZ,Widget C,20,920
2025-11-08,CompX,Widget D,21,294
2025-04-20,CompY,Widget D,4,132
2025-04-17,CompZ,Widget D,32,480
2025-12-03,CompX,Widget A,24,312
2025-05-26,CompY,Widget C,46,1794
2025-11-22,CompX,Widget E,25,1250
2025-04-10,CompX,Widget C,13,533
2025-08-23,CompX,Widget A,13,221
2025-01-02,CompY,Widget C,7,245
2025-11-27,CompZ,Widget E,27,1026
2025-07-22,CompZ,Widget A,47,705
2025-06-17,CompY,Widget C,33,627
2025-08-11,CompY,Widget A,22,770
2025-07-29,CompZ,Widget E,17,408
2025-09-05,CompX,Widget B,22,484
2025-08-26,CompZ,Widget C,32,512
2025-12-23,CompY,Widget E,4,64
2025-09-29,CompX,Widget D,45,1575
2025-08-21,CompY,Widget E,13,130
2025-12-30,CompZ,Widget B,8,240
2025-05-25,CompZ,Widget E,18,648
2025-09-25,CompY,Widget D,6,300
2025-02-20,CompZ,Widget D,27,1296
2025-03-09,CompZ,Widget C,27,405
2025-10-21,CompX,Widget E,3,147
2025-08-13,CompZ,Widget B,12,372
2025-09-28,CompZ,Widget E,41,1558
2025-04-03,CompY,Widget C,2,68
2025-02-28,CompX,Widget D,31,620
2025-07-28,CompY,Widget D,35,1435
2025-07-04,CompX,Widget D,11,264
2025-03-01,CompY,Widget C,16,752
2025-08-06,CompZ,Widget D,2,74
2025-10-25,CompX,Widget E,28,980
2025-03-25,CompY,Widget E,33,660
2025-09-02,CompZ,Widget A,6,174
2025-02-13,CompY,Widget E,34,544
2025-07-30,CompX,Widget C,43,946
2025-07-31,CompX,Widget A,7,133
2025-12-10,CompZ,Widget A,39,1716
2025-07-11,CompX,Widget A,14,602
2025-03-01,CompZ,Widget A,14,392
2025-09-29,CompY,Widget E,13,520
2025-06-03,CompY,Widget A,15,660
2025-07-31,CompZ,Widget B,27,1215
2025-11-25,CompZ,Widget E,40,640
2025-11-28,CompX,Widget C,45,1170
2025-10-25,CompZ,Widget B,49,1421
2025-12-09,CompZ,Widget B,24,1032
2025-08-12,CompY,Widget A,49,2450
2025-02-15,CompY,Widget C,38,380
2025-03-02,CompY,Widget E,16,256
2025-04-22,CompZ,Widget E,12,300
2025-01-16,CompY,Widget B,23,1127
2025-05-16,CompX,Widget C,7,224
2025-03-07,CompZ,Widget E,31,868
2025-12-09,CompY,Widget E,32,384
2025-05-19,CompX,Widget D,14,196
2025-11-28,CompY,Widget C,19,285
2025-12-24,CompZ,Widget B,14,658
2025-12-20,CompY,Widget D,42,1512
2025-08-24,CompY,Widget D,18,504
2025-08-26,CompY,Widget B,37,851
2025-05-08,CompX,Widget C,44,1056
2025-11-05,CompX,Widget A,14,224
2025-06-21,CompY,Widget C,12,312
2025-03-21,CompZ,Widget C,35,910
2025-05-28,CompY,Widget D,39,1872
2025-08-14,CompY,Widget E,50,2250
2025-12-24,CompY,Widget D,21,840
2025-06-30,CompX,Widget A,15,195
2025-08-07,CompZ,Widget C,44,924
2025-07-10,CompY,Widget E,5,130
2025-02-28,CompX,Widget B,50,1250
2025-10-02,CompY,Widget D,13,468
2025-07-25,CompZ,Widget B,3,54
2025-06-08,CompY,Widget B,33,1188
2025-03-28,CompX,Widget C,50,2000
2025-04-29,CompX,Widget B,49,1078
2025-09-08,CompX,Widget D,49,2107
2025-04-26,CompZ,Widget C,4,60
2025-04-08,CompZ,Widget D,6,90
2025-10-22,CompX,Widget C,25,1050
2025-11-24,CompY,Widget A,45,2250
2025-12-26,CompZ,Widget D,25,1075
2025-12-08,CompY,Widget D,27,756
2025-10-30,CompY,Widget E,44,1716
2025-08-12,CompX,Widget A,46,1656
2025-09-20,CompY,Widget B,6,288
2025-01-29,CompY,Widget D,33,528
2025-10-03,CompZ,Widget E,27,891
2025-09-29,CompZ,Widget D,48,2256
2025-11-15,CompY,Widget B,37,1332
2025-04-26,CompZ,Widget B,41,738
2025-04-03,CompY,Widget B,8,240
2025-12-18,CompZ,Widget A,22,308
2025-01-20,CompZ,Widget C,40,1680
2025-07-19,CompX,Widget C,29,464
2025-09-28,CompX,Widget B,3,141
2025-05-23,CompY,Widget A,16,720
2025-07-17,CompX,Widget C,16,208
2025-05-28,CompZ,Widget C,2,60
2025-02-04,CompY,Widget B,29,754
2025-09-02,CompX,Widget B,28,1232
2025-09-23,CompY,Widget C,31,899
2025-11-05,CompX,Widget A,27,837
2025-01-10,CompY,Widget D,18,360
2025-05-11,CompZ,Widget C,24,336
2025-12-04,CompY,Widget C,44,1584
2025-08-29,CompZ,Widget D,13,416
2025-07-22,CompZ,Widget C,46,1196
2025-05-03,CompZ,Widget A,25,950
2025-12-16,CompY,Widget B,34,952
2025-08-25,CompY,Widget E,28,1260
2025-01-10,CompY,Widget E,23,575
2025-01-28,CompZ,Widget C,20,640
2025-08-29,CompX,Widget B,35,945
2025-01-22,CompY,Widget C,27,783
2025-10-29,CompZ,Widget E,45,810
2025-04-17,CompZ,Widget E,18,648
2025-10-14,CompZ,Widget B,47,2303
2025-03-11,CompY,Widget B,36,504
2025-10-27,CompZ,Widget E,46,1610
2025-03-31,CompY,Widget E,22,418
2025-06-24,CompY,Widget B,44,1452
2025-01-11,CompY,Widget C,1,10
2025-04-16,CompZ,Widget E,16,256
2025-08-12,CompY,Widget C,15,405
2025-09-08,CompZ,Widget C,50,2250
2025-06-07,CompX,Widget C,46,920
2025-05-15,CompZ,Widget C,25,725
2025-07-28,CompZ,Widget A,37,1258
2025-07-23,CompY,Widget B,14,210
2025-03-27,CompZ,Widget B,20,560
2025-04-13,CompZ,Widget A,30,780
2025-10-27,CompY,Widget D,17,646
2025-11-02,CompY,Widget A,34,1360
2025-03-18,CompX,Widget D,22,418
2025-04-18,CompZ,Widget C,49,1911
2025-01-25,CompY,Widget D,16,656
2025-12-19,CompZ,Widget A,17,765
2025-07-21,CompZ,Widget E,38,1710
2025-01-26,CompZ,Widget E,28,868
2025-10-25,CompX,Widget B,47,1927
2025-04-09,CompX,Widget C,2,90
2025-06-23,CompX,Widget C,14,686
2025-06-03,CompX,Widget B,37,740
2025-11-09,CompX,Widget A,23,920
2025-05-08,CompX,Widget E,14,210
2025-09-24,CompY,Widget B,29,1189
2025-02-23,CompX,Widget E,33,825
2025-05-12,CompY,Widget A,27,1080
2025-06-21,CompY,Widget B,49,1519
2025-11-22,CompY,Widget E,28,280
2025-12-18,CompZ,Widget D,31,527
2025-06-10,CompY,Widget E,34,374
2025-10-31,CompZ,Widget E,12,228
2025-02-02,CompZ,Widget B,20,500
2025-05-26,CompY,Widget B,9,432
2025-12-08,CompX,Widget C,33,1518
2025-07-04,CompX,Widget E,13,403
2025-12-14,CompX,Widget B,23,897
2025-08-26,CompX,Widget D,30,750
2025-10-23,CompX,Widget D,34,1360
2025-06-03,CompZ,Widget A,18,630
2025-05-03,CompY,Widget E,44,1056
2025-02-21,CompX,Widget D,9,108
2025-05-20,CompY,Widget D,11,209
2025-08-30,CompY,Widget E,46,1610
2025-04-24,CompX,Widget D,30,450
2025-12-30,CompZ,Widget A,26,494
2025-07-05,CompY,Widget B,18,738
2025-06-30,CompY,Widget D,24,1080
2025-08-25,CompY,Widget A,20,980
2025-05-31,CompX,Widget D,23,230
2025-08-28,CompZ,Widget C,17,374
2025-10-05,CompZ,Widget E,16,576
2025-08-11,CompX,Widget E,19,342
2025-06-06,CompX,Widget D,10,410
2025-05-28,CompY,Widget A,49,637
2025-05-22,CompX,Widget D,28,812
2025-04-29,CompX,Widget E,11,374
2025-10-29,CompY,Widget B,39,1170
2025-03-23,CompY,Widget B,15,495
2025-04-28,CompZ,Widget D,9,189
2025-03-01,CompY,Widget E,10,280
2025-05-13,CompX,Widget E,26,624
2025-05-23,CompY,Widget A,36,540
2025-02-01,CompZ,Widget D,13,416
2025-01-10,CompY,Widget E,34,1088
2025-08-16,CompX,Widget B,19,912
2025-05-08,CompX,Widget A,4,184
2025-09-21,CompX,Widget D,12,144
2025-05-04,CompY,Widget A,43,774
2025-05-23,CompY,Widget A,19,342
2025-07-15,CompX,Widget A,15,615
2025-10-20,CompY,Widget D,2,26
2025-10-14,CompX,Widget B,14,462
2025-02-10,CompY,Widget A,24,1176
2025-03-20,CompX,Widget B,21,714
2025-12-28,CompY,Widget A,13,286
2025-12-20,CompX,Widget B,48,2208
2025-10-19,CompZ,Widget E,7,287
2025-09-13,CompZ,Widget A,3,117
2025-10-28,CompZ,Widget B,32,512
2025-07-28,CompY,Widget E,23,1150
2025-10-06,CompY,Widget C,30,1440
2025-12-06,CompY,Widget B,49,2107
2025-08-21,CompX,Widget B,22,858
2025-11-02,CompY,Widget D,11,385
2025-11-27,CompX,Widget B,12,444
2025-10-23,CompY,Widget E,16,416
2025-10-27,CompX,Widget A,36,576
2025-07-17,CompZ,Widget B,36,720
2025-06-27,CompZ,Widget B,39,1443
2025-04-13,CompZ,Widget D,42,1008
2025-02-24,CompX,Widget C,34,578
2025-08-10,CompX,Widget B,50,800
2025-01-13,CompZ,Widget E,6,288
2025-10-02,CompY,Widget A,42,1848
2025-12-05,CompY,Widget A,4,176
2025-02-18,CompY,Widget C,48,2064
2025-05-16,CompX,Widget C,8,352
2025-02-27,CompX,Widget A,12,360
2025-07-06,CompY,Widget D,39,468
2025-07-25,CompX,Widget B,6,96
2025-09-29,CompZ,Widget D,40,1640
2025-04-18,CompX,Widget C,47,1222
2025-05-20,CompY,Widget D,17,561
2025-06-08,CompZ,Widget D,46,1058
2025-09-16,CompZ,Widget B,28,812
2025-06-28,CompY,Widget D,9,387
2025-09-06,CompZ,Widget C,43,1978
2025-12-07,CompY,Widget A,10,170
2025-12-03,CompY,Widget B,27,324
2025-05-30,CompX,Widget A,48,1968
2025-12-15,CompY,Widget E,36,1296
2025-04-19,CompY,Widget E,10,190
2025-12-27,CompZ,Widget D,7,315
2025-05-15,CompX,Widget B,46,1104
2025-08-17,CompX,Widget C,50,500
2025-01-25,CompZ,Widget B,44,1672
2025-02-13,CompX,Widget B,11,286
2025-02-04,CompY,Widget A,15,705
2025-03-21,CompY,Widget C,27,1053
2025-01-20,CompY,Widget A,31,1426
2025-07-18,CompX,Widget E,5,60
2025-05-31,CompZ,Widget E,5,140
2025-07-03,CompZ,Widget E,31,992
2025-04-19,CompX,Widget A,26,416
2025-05-09,CompZ,Widget C,5,85
2025-11-26,CompY,Widget E,10,170
2025-01-10,CompY,Widget B,37,1221
2025-01-03,CompY,Widget E,47,470
2025-02-13,CompZ,Widget B,40,1280
2025-04-20,CompX,Widget D,38,456
2025-09-17,CompZ,Widget B,45,1710
2025-06-30,CompZ,Widget A,11,495
2025-01-08,CompY,Widget E,50,2050
2025-07-04,CompX,Widget D,2,30
2025-03-26,CompZ,Widget B,28,1176
2025-02-09,CompZ,Widget D,41,1107
2025-12-11,CompX,Widget E,21,819
2025-10-26,CompZ,Widget B,34,1598
2025-12-05,CompY,Widget A,15,570
2025-05-21,CompX,Widget D,35,840
2025-04-17,CompZ,Widget A,1,23
2025-05-07,CompZ,Widget C,37,1591
2025-01-16,CompY,Widget E,35,1120
2025-09-23,CompY,Widget D,42,2016
2025-02-09,CompZ,Widget B,9,171
2025-07-01,CompZ,Widget B,17,255
2025-08-31,CompY,Widget B,34,1088
2025-04-10,CompY,Widget D,37,518
2025-07-11,CompY,Widget D,12,348
2025-09-14,CompZ,Widget C,37,407
2025-09-04,CompY,Widget C,2,56
2025-08-26,CompY,Widget C,31,992
2025-03-11,CompX,Widget B,19,646
2025-05-17,CompX,Widget C,8,168
2025-09-08,CompZ,Widget B,25,850
2025-06-28,CompX,Widget E,6,168
2025-04-06,CompX,Widget D,27,1107
2025-02-21,CompY,Widget A,23,782
2025-06-05,CompX,Widget A,17,629
2025-05-23,CompX,Widget D,5,95
2025-11-20,CompX,Widget D,37,1369
2025-04-26,CompX,Widget C,33,990
2025-06-01,CompZ,Widget B,35,560
2025-01-13,CompZ,Widget D,19,247
2025-10-25,CompZ,Widget E,46,690
2025-02-05,CompY,Widget B,42,1302
2025-10-21,CompY,Widget A,38,1748
2025-04-14,CompY,Widget E,36,684
2025-10-09,CompZ,Widget C,26,676
2025-04-22,CompX,Widget E,29,522
2025-06-17,CompX,Widget E,15,705
2025-11-16,CompZ,Widget E,3,96
2025-02-24,CompY,Widget C,36,432
2025-06-12,CompZ,Widget C,43,989
2025-02-15,CompX,Widget A,24,624
2025-12-02,CompY,Widget E,36,900
2025-05-20,CompZ,Widget B,42,1176
2025-01-08,CompY,Widget D,29,1247
2025-12-11,CompZ,Widget B,43,989
2025-09-10,CompZ,Widget E,19,304
2025-09-23,CompX,Widget D,17,425
2025-04-13,CompZ,Widget C,23,943
2025-08-04,CompX,Widget E,39,936
2025-09-07,CompZ,Widget A,24,720
2025-06-04,CompY,Widget D,13,598
2025-05-28,CompZ,Widget B,16,368
2025-12-02,CompY,Widget C,12,360
2025-12-02,CompY,Widget B,13,442
2025-02-14,CompZ,Widget A,44,1408
2025-09-03,CompY,Widget C,42,1176
2025-04-25,CompZ,Widget B,12,228
2025-04-25,CompY,Widget B,39,507
2025-01-31,CompZ,Widget B,31,465
2025-04-04,CompY,Widget C,16,352
2025-06-19,CompZ,Widget A,9,189
2025-05-22,CompZ,Widget E,6,288
2025-03-29,CompY,Widget A,45,900
2025-06-06,CompX,Widget A,4,68
2025-02-08,CompZ,Widget C,3,111
2025-12-11,CompZ,Widget D,48,576
2025-08-04,CompY,Widget D,35,1225
2025-01-02,CompX,Widget C,36,396
2025-01-11,CompZ,Widget A,15,315
2025-11-20,CompY,Widget C,9,315
2025-08-29,CompZ,Widget A,3,111
2025-09-15,CompY,Widget A,40,1760
2025-06-30,CompZ,Widget D,21,441
2025-08-19,CompZ,Widget D,29,928
2025-07-10,CompX,Widget E,2,74
2025-06-04,CompZ,Widget B,35,1645
2025-05-05,CompX,Widget A,28,1344
2025-10-05,CompY,Widget A,34,884
2025-12-18,CompX,Widget C,31,589
2025-02-22,CompY,Widget D,21,588
2025-11-24,CompZ,Widget B,50,700
2025-06-13,CompX,Widget C,2,52
2025-09-12,CompX,Widget C,50,550
2025-06-27,CompZ,Widget A,13,416
2025-10-04,CompY,Widget B,28,784
2025-06-09,CompZ,Widget C,19,399
2025-10-22,CompY,Widget B,24,408
2025-12-15,CompZ,Widget D,19,893
2025-03-03,CompZ,Widget C,26,1144
2025-02-22,CompY,Widget C,46,920
2025-11-07,CompY,Widget D,39,1092
2025-11-20,CompY,Widget A,16,656
2025-08-05,CompX,Widget D,6,114
2025-09-24,CompX,Widget C,36,612
2025-07-07,CompX,Widget E,42,1218
2025-10-14,CompZ,Widget E,7,336
2025-02-10,CompX,Widget B,9,135
2025-09-06,CompX,Widget A,11,440
2025-03-03,CompY,Widget D,41,574
2025-03-27,CompY,Widget B,23,437
2025-11-29,CompY,Widget A,1,49
2025-05-20,CompZ,Widget E,7,224
2025-04-21,CompZ,Widget B,47,2162
2025-11-09,CompX,Widget E,4,156
2025-01-26,CompY,Widget E,4,64
2025-09-23,CompY,Widget C,38,532
2025-05-24,CompX,Widget C,38,760
2025-08-29,CompX,Widget D,22,792
2025-09-27,CompX,Widget D,43,1591
2025-08-08,CompX,Widget E,3,45
2025-10-12,CompZ,Widget E,30,1050
2025-08-21,CompY,Widget D,48,1536
2025-11-26,CompZ,Widget A,3,78
2025-04-02,CompX,Widget C,2,88
2025-07-06,CompX,Widget E,15,390
2025-11-12,CompZ,Widget E,20,960
2025-08-27,CompX,Widget D,37,777
2025-09-08,CompX,Widget D,46,552
2025-12-01,CompX,Widget A,1,13
2025-03-09,CompY,Widget B,38,1102
2025-01-14,CompZ,Widget E,33,1188
2025-09-05,CompZ,Widget C,2,38
2025-07-02,CompZ,Widget C,9,423
2025-07-27,CompY,Widget C,35,455
2025-04-12,CompY,Widget B,48,1968
2025-11-08,CompY,Widget C,30,480
2025-12-11,CompZ,Widget E,14,182
2025-08-07,CompZ,Widget A,28,896
2025-01-07,CompY,Widget A,50,1250
2025-03-17,CompY,Widget E,37,1110
2025-05-13,CompZ,Widget C,19,760
2025-08-25,CompZ,Widget E,12,300
2025-08-01,CompZ,Widget C,1,23
2025-10-15,CompZ,Widget E,50,1750
2025-09-21,CompZ,Widget B,35,1225
2025-01-25,CompY,Widget E,34,1360
2025-05-08,CompX,Widget D,22,836
2025-04-13,CompX,Widget B,19,228
2025-01-06,CompZ,Widget E,10,150
2025-07-18,CompY,Widget E,50,1750
2025-09-11,CompY,Widget A,48,2352
2025-03-07,CompZ,Widget E,37,814
2025-06-30,CompX,Widget C,35,735
2025-01-07,CompZ,Widget E,21,651
2025-04-27,CompZ,Widget C,42,1680
2025-11-03,CompY,Widget B,23,1058
2025-11-27,CompZ,Widget E,6,180
2025-11-26,CompY,Widget D,34,374
2025-02-04,CompY,Widget C,8,384
2025-03-08,CompY,Widget D,20,660
2025-12-14,CompX,Widget B,1,33
2025-12-23,CompZ,Widget E,49,2058
2025-01-07,CompZ,Widget D,44,1540
2025-03-20,CompZ,Widget B,1,43
2025-06-09,CompX,Widget D,44,1320
2025-12-02,CompY,Widget D,19,893
2025-04-24,CompX,Widget A,23,1081
2025-10-20,CompZ,Widget D,18,414
2025-05-19,CompZ,Widget B,26,468
2025-04-26,CompZ,Widget E,46,644
2025-09-07,CompX,Widget B,48,1968
2025-05-22,CompX,Widget B,10,190
2025-05-28,CompZ,Widget C,39,1638
2025-09-07,CompZ,Widget D,1,30
2025-11-07,CompX,Widget E,9,171
2025-10-08,CompX,Widget C,16,464
2025-09-18,CompX,Widget B,38,456
2025-01-11,CompY,Widget E,36,936
2025-07-06,CompZ,Widget C,1,42
2025-04-25,CompZ,Widget A,32,1408
2025-10-09,CompX,Widget E,12,588
2025-02-16,CompZ,Widget A,14,308
2025-02-27,CompY,Widget C,17,663
2025-10-04,CompY,Widget E,46,1748
2025-12-26,CompZ,Widget B,40,720
2025-05-10,CompX,Widget B,11,187
2025-07-03,CompX,Widget A,48,1872
2025-11-07,CompY,Widget B,25,625
2025-06-05,CompY,Widget A,11,363
2025-08-22,CompY,Widget A,28,448
2025-10-03,CompY,Widget C,4,92
2025-08-17,CompY,Widget E,5,110
2025-08-06,CompY,Widget B,21,315
2025-06-29,CompY,Widget B,6,174
2025-05-12,CompZ,Widget E,49,1470
2025-01-16,CompY,Widget B,47,1128
2025-11-08,CompX,Widget D,16,496
2025-04-03,CompY,Widget A,9,351
2025-12-25,CompY,Widget E,8,192
2025-02-10,CompY,Widget C,15,270
2025-09-27,CompZ,Widget B,49,588
2025-07-31,CompZ,Widget B,15,330
2025-02-22,CompX,Widget D,37,1517
2025-12-14,CompY,Widget A,6,66
2025-05-10,CompY,Widget A,43,516
2025-05-11,CompX,Widget A,41,1845
2025-09-20,CompZ,Widget B,9,108
2025-01-01,CompZ,Widget A,50,1550
2025-08-26,CompZ,Widget E,15,150
2025-09-29,CompY,Widget E,38,456
2025-07-20,CompZ,Widget A,2,52
2025-01-21,CompY,Widget D,37,1258
2025-11-02,CompX,Widget A,4,116
2025-03-26,CompY,Widget B,11,517
2025-05-31,CompZ,Widget C,23,874
2025-07-25,CompY,Widget E,26,910
2025-07-15,CompY,Widget C,30,330
2025-09-01,CompZ,Widget D,46,1610
2025-04-03,CompX,Widget B,28,840
2025-03-03,CompZ,Widget B,32,768
2025-02-19,CompX,Widget C,11,396
2025-08-13,CompZ,Widget C,8,240
2025-09-18,CompY,Widget E,43,1032
2025-11-27,CompZ,Widget C,47,2303
2025-05-14,CompX,Widget D,40,1240
2025-04-15,CompX,Widget C,42,2058
2025-04-10,CompX,Widget C,8,96
2025-04-08,CompX,Widget E,48,1296
2025-08-10,CompY,Widget E,42,1848
2025-10-01,CompZ,Widget A,50,1600
2025-07-17,CompY,Widget C,47,987
2025-02-16,CompY,Widget E,13,351
2025-06-26,CompZ,Widget E,14,308
2025-06-07,CompX,Widget A,2,88
2025-06-16,CompY,Widget A,31,1271
2025-05-17,CompY,Widget A,25,275
2025-05-04,CompZ,Widget C,5,110
2025-10-09,CompZ,Widget C,40,1880
2025-08-10,CompZ,Widget A,47,1739
2025-07-05,CompY,Widget D,48,1632
2025-04-25,CompZ,Widget A,1,21
2025-12-20,CompX,Widget C,11,297
2025-07-19,CompY,Widget A,49,1323
2025-12-30,CompX,Widget D,24,528
2025-12-28,CompZ,Widget C,12,216
2025-03-24,CompY,Widget E,25,675
2025-06-13,CompY,Widget A,4,160
2025-01-10,CompX,Widget E,8,296
2025-05-15,CompX,Widget B,19,570
2025-12-20,CompY,Widget E,10,310
2025-10-14,CompZ,Widget E,15,735
2025-05-09,CompX,Widget E,26,416
2025-04-23,CompY,Widget D,17,238
2025-10-22,CompX,Widget B,42,1344
2025-11-15,CompY,Widget C,48,912
2025-02-20,CompZ,Widget C,20,380
2025-07-04,CompZ,Widget C,26,884
2025-01-29,CompZ,Widget A,46,1794
2025-07-20,CompZ,Widget E,12,312
2025-04-23,CompX,Widget C,23,621
2025-12-14,CompX,Widget A,50,700
2025-05-25,CompZ,Widget C,4,200
2025-09-14,CompX,Widget B,31,372
2025-11-12,CompZ,Widget B,5,190
2025-04-26,CompY,Widget E,27,1323
2025-10-25,CompZ,Widget C,18,468
2025-03-13,CompX,Widget A,25,625
2025-04-19,CompZ,Widget A,12,348
2025-05-02,CompZ,Widget A,13,637
2025-01-29,CompY,Widget D,48,816
2025-12-08,CompX,Widget D,39,1950
2025-01-07,CompZ,Widget A,39,663
2025-12-23,CompZ,Widget B,10,280
2025-07-31,CompX,Widget C,36,1044
2025-05-31,CompY,Widget E,29,1073
2025-01-18,CompX,Widget A,26,572
2025-01-01,CompY,Widget B,36,1656
2025-03-11,CompZ,Widget C,16,624
2025-09-18,CompZ,Widget E,43,1161
2025-03-10,CompX,Widget A,13,273
2025-10-17,CompX,Widget B,27,540
2025-03-06,CompY,Widget D,49,1421
2025-01-08,CompZ,Widget D,8,184
2025-05-11,CompX,Widget E,26,650
2025-06-27,CompX,Widget B,44,2200
2025-11-07,CompY,Widget E,32,416
2025-04-01,CompZ,Widget D,31,589
2025-04-07,CompX,Widget A,21,609
2025-07-24,CompZ,Widget D,35,1365
2025-02-11,CompY,Widget E,47,2021
2025-12-04,CompX,Widget D,48,1200
2025-03-12,CompZ,Widget B,22,220
2025-11-26,CompZ,Widget D,27,729
2025-01-26,CompY,Widget D,5,220
2025-03-15,CompX,Widget B,46,1518
2025-11-06,CompZ,Widget E,34,1632
2025-09-06,CompY,Widget E,10,250
2025-02-17,CompZ,Widget B,9,441
2025-02-09,CompY,Widget E,27,297
2025-08-28,CompX,Widget D,48,1776
2025-02-21,CompZ,Widget A,24,1176
2025-02-09,CompZ,Widget B,11,198
2025-10-12,CompX,Widget A,22,220
2025-08-22,CompX,Widget B,8,320
2025-12-13,CompZ,Widget A,9,243
2025-04-13,CompY,Widget B,16,768
2025-01-28,CompY,Widget E,41,1722
2025-12-05,CompY,Widget B,4,180
2025-02-01,CompX,Widget A,36,1764
2025-06-03,CompX,Widget B,46,1334
2025-01-17,CompZ,Widget B,44,2068
2025-05-18,CompY,Widget C,15,720
2025-04-23,CompY,Widget D,30,1290
2025-01-05,CompY,Widget D,45,1035
2025-06-24,CompX,Widget E,16,704
2025-04-21,CompX,Widget E,49,833
2025-05-22,CompZ,Widget A,18,342
2025-06-08,CompZ,Widget E,6,246
2025-07-05,CompZ,Widget E,46,1242
2025-01-14,CompX,Widget E,33,1155
2025-08-14,CompY,Widget D,14,672
2025-05-12,CompZ,Widget A,4,108
2025-02-11,CompZ,Widget B,23,828
2025-07-05,CompX,Widget C,19,266
2025-01-09,CompZ,Widget D,13,260
2025-03-01,CompX,Widget B,11,297
2025-10-04,CompX,Widget C,14,644
2025-04-08,CompZ,Widget C,42,1848
2025-11-25,CompY,Widget B,37,1184
2025-03-02,CompZ,Widget E,6,162
2025-02-14,CompZ,Widget C,34,1462
2025-06-20,CompY,Widget D,49,1862
2025-08-06,CompX,Widget E,22,902
2025-07-07,CompY,Widget B,14,322
2025-10-17,CompX,Widget B,6,294
2025-03-26,CompX,Widget A,36,504
2025-02-01,CompY,Widget C,19,817
2025-03-06,CompX,Widget A,40,1520
2025-09-20,CompY,Widget B,40,2000
2025-10-16,CompZ,Widget C,26,1222
2025-10-24,CompZ,Widget A,29,319
2025-08-12,CompX,Widget A,32,1408
2025-06-16,CompY,Widget C,46,736
2025-11-30,CompY,Widget E,46,506
2025-04-03,CompY,Widget D,34,1258
2025-04-20,CompZ,Widget E,23,713
2025-11-06,CompZ,Widget E,43,1548
2025-09-23,CompZ,Widget B,2,44
2025-06-04,CompY,Widget A,37,407
2025-05-14,CompY,Widget E,34,1156
2025-09-02,CompY,Widget C,49,637
2025-01-10,CompZ,Widget C,21,336
2025-08-25,CompZ,Widget E,32,448
2025-09-18,CompZ,Widget D,33,990
2025-03-13,CompY,Widget C,9,360
2025-04-20,CompX,Widget A,14,308
2025-05-07,CompY,Widget C,1,44
2025-10-09,CompZ,Widget B,13,143
2025-10-21,CompY,Widget A,43,1290
2025-08-27,CompX,Widget E,45,1710
2025-12-12,CompZ,Widget E,6,90
2025-12-28,CompY,Widget A,8,168
2025-06-29,CompZ,Widget D,34,1088
2025-09-08,CompX,Widget E,43,1935
2025-10-13,CompX,Widget E,12,276
2025-08-24,CompY,Widget A,5,105
